,row_number,nbr_response_code_replaced,count,percent_nbr_response_code_replaced,last_nbr_code_replaced,count,percent_last_nbr_code_replaced,last_nlu_intents_list_replaced,count,percent_last_nlu_intents_list_replaced,last_nlu_subvertical_replaced,count,percent_last_nlu_subvertical_replaced,last_nlu_positive_aspects_replaced,count,percent_last_nlu_positive_aspects_replaced,last_nlu_positive_product_type_replaced,count,percent_last_nlu_positive_product_type_replaced,last_nlu_gender_replaced,count,percent_last_nlu_gender_replaced,last_nlu_age_group_replaced,count,percent_last_nlu_age_group_replaced,customer_type_replaced,count,percent_customer_type_replaced,platform_replaced,count,percent_platform_replaced,os_replaced,count,percent_os_replaced,app_replaced,count,percent_app_replaced,device_replaced,count,percent_device_replaced
0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,neckline_question,1689.0,0.01571557507466992,consumer_mismatch_one_group,895.0,0.008327672996938765,,,,,,,"[size uk, size eu, size us]",724.0,0.006736575698082309,phone case,775.0,0.007211113488969322,,,,,,,,,,,,,OS12_2,1313.0,0.012217021949698995,,,,SM-G975U,570.0,0.005303657662854857
6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,subvertical_selection,35811.0,0.3332092711657812,other,48888.0,0.4548863435467513,"[Shop Now, neutral]",51210.0,0.47649177002596,other,62251.0,0.5792245494217152,[],80287.0,0.7470434434695226,other,76200.0,0.7090152875605966,male,101899.0,0.9481358108548193,adult,101999.0,0.9490662771114605,NULL,45530.0,0.4236412866487397,Mobile,63836.0,0.5939724395894783,Windows,25708.0,0.23920426525732044,Chrome/Safari,50140.0,0.4665357810798991,other,57086.0,0.5311659672661971
8,13,fabric_question,1504.0,0.013994212499883692,sub_group_types_question,732.0,0.006811012998613605,,,,,,,[neckline],619.0,0.005759586128609046,sweater,745.0,0.006931973611976961,,,,,,,,,,,,,OS12_4_1,1198.0,0.011146985754561611,,,,,,
9,6,sleeve style_question,3132.0,0.029142203158002474,customer_care_url,5290.0,0.049221664976319635,"[positive, Shop Now]",2501.0,0.023270961078596483,lounge \u0026 underwear,2925.0,0.027216138006755184,[fit],1729.0,0.016087761577326398,underwear,1347.0,0.012533380476957004,,,,,,,,,,,,,Mac OS,6469.0,0.06019186214211942,Chrome/Safari/Edge,2091.0,0.019456049426367552,X11,978.0,0.009099959989950964
10,16,material_question,680.0,0.00632717054516018,,,,,,,,,,,,,socks,696.0,0.006476045146222772,,,,,,,,,,,,,Android 6.0.1,557.0,0.0051826970494915,,,,,,
11,3,color_question,13559.0,0.12616191973798072,subvertical_selection_second,12913.0,0.12015110772007853,"[neutral, Shop Now]",15065.0,0.14017474156299722,footwear,4375.0,0.040707898728052624,other,6494.0,0.06042447870627972,pants,2814.0,0.02618332046188345,other,992.0,0.009230225265880732,other,1175.0,0.010932978515534134,New Visitor,27156.0,0.2526774166534851,other,9839.0,0.09154857499092796,other,17210.0,0.16013324276795102,other,12742.0,0.11856001042122208,Mac,6471.0,0.06021047146725224
12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,5,customer_care_url,8043.0,0.07483740102165196,product_type_selection,5346.0,0.049742726080038706,other,3020.0,0.028100080950564328,bags,2953.0,0.027476668558614723,[cut],2041.0,0.018990816298046952,jacket,2111.0,0.019642142677695793,,,,,,,,,,,,,OS12_4,10561.0,0.09826654136387744,CriOS/Safari,2268.0,0.02110297470062248,SM-G960U,1014.0,0.009434927842341798
15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15,product_type_selection_second,789.0,0.007341378764899091,neckline_question,670.0,0.006234123919496059,,,,,,,,,,hat,710.0,0.006606310422152541,,,,,,,,,,,,,Android 7.1.1,693.0,0.0064481311585235365,,,,,,
17,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,9,style_question,2050.0,0.01907455826114466,positive_sku,1354.0,0.012598513114921887,"[Shop Now, Indifferent]",969.0,0.009016218026853257,eyewear,621.0,0.00577819545374187,[size],847.0,0.007881049193750989,jeans,1143.0,0.01063522931340895,,,,,,,,,,,,,Android 7.0,1652.0,0.015371302559712672,Instagram,897.0,0.00834628232207159,SM-G965U,787.0,0.007322769439766267
19,17,clarify_for_product_type_aspect,624.0,0.005806109441441106,,,,,,,,,,,,,suit,605.0,0.005629320852679277,,,,,,,,,,,,,,,,,,,,,
20,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4,product_type_selection,9231.0,0.08589134015054944,color_question,6212.0,0.05780056386255152,"[New Search, neutral]",9527.0,0.0886455202702074,accessories,3810.0,0.03545076437802983,[fabric],3725.0,0.03465986805988481,shorts,2409.0,0.02241493212248658,unisex,953.0,0.008867343425790663,,,,other,7559.0,0.07033394433950853,,,,Android 9,14866.0,0.13832311371228123,SamsungBrowser/Chrome/Safari,3877.0,0.036074176769979434,iPad,4363.0,0.04059624277725568
22,8,fit_question,2657.0,0.02472248843895676,sleeve style_question,1544.0,0.014366399002540173,[positive],1175.0,0.010932978515534134,swimwear,1929.0,0.017948694090608803,[body type],1025.0,0.00953727913057233,athletic shoes,1281.0,0.01191927274757381,,,,,,,,,,,,,Android 8.1.0,2387.0,0.022210229546025514,GSA/Safari,1851.0,0.017222930410428664,SM-G950U,873.0,0.008122970420477701
23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7,no_products_for_type,2740.0,0.02549477543196896,no_products_for_type,1847.0,0.01718571176016302,"[Shop Now, positive]",1781.0,0.016571604030779823,outerwear,2294.0,0.021344895927349193,[activity],1347.0,0.012533380476957004,backpack,1325.0,0.012328677900495938,,,,,,,,,,,,,Android 8.0.0,3549.0,0.03302224744819629,Browser,2090.0,0.019446744763801142,SM-N960U,974.0,0.009062741339685315
26,10,positive_sku,2016.0,0.01875819973388665,fit_question,1354.0,0.012598513114921887,"[Shop on sale, neutral]",852.0,0.007927572506583049,,,,[sleeve style],840.0,0.007815916555786104,swim trunks,965.0,0.008978999376587608,,,,,,,,,,,,,OS12_3_2,1590.0,0.014794413480595126,Chrome/Safari/Instagram/Android,630.0,0.005861937416839579,SM-N950U,679.0,0.006317865882593768
27,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,11,other,1741.0,0.01619941752812334,offer_other_products_for_type,1064.0,0.0099001609706624,,,,,,,[price],798.0,0.0074251207279967995,hoodie,880.0,0.008188103058442586,,,,,,,,,,,,,OS12_3,1470.0,0.013677853972625683,,,,SM-G955U,629.0,0.0058526327542731665
34,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,14,sub_group_types_question,1249.0,0.011621523545448624,style_question,716.0,0.006662138397551013,,,,,,,,,,tie,718.0,0.006680747722683837,,,,,,,,,,,,,OS12_1_4,859.0,0.007992705144547934,,,,,,
36,2,subvertical_selection_second,19408.0,0.18058489108892467,subvertical_selection,18648.0,0.17351334753845152,"[Not Understood, neutral]",21373.0,0.1988685530319243,clothing,26315.0,0.24485219543513254,[color],6997.0,0.06510472397718496,shirt,12749.0,0.11862514305918696,user,3629.0,0.033766620453509255,kids,4299.0,0.04000074437300531,Returning Visitor,27228.0,0.2533473523582667,Desktop,33798.0,0.31447898541959374,OS12_3_1,17391.0,0.1618173866924716,Safari,30887.0,0.2873931126887683,iPhone,33049.0,0.30750979315735116
37,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,18,clarify_for_product_type,550.0,0.005117564411526616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
